loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1065,3, Not Graduate, No,3400000,8100000,12,385,6100000,4000000,10700000,4000000, Rejected
1066,4, Not Graduate, No,6700000,18800000,2,749,15600000,7900000,19900000,8600000, Approved
1067,0, Graduate, No,5100000,19900000,18,655,4400000,0,17100000,7100000, Approved
1068,0, Not Graduate, Yes,7000000,20900000,20,380,11800000,10800000,21100000,6200000, Rejected
1069,2, Graduate, No,600000,2100000,16,425,900000,500000,2300000,300000, Rejected
1070,2, Graduate, No,7000000,19800000,10,563,3900000,9400000,22800000,8000000, Approved
1071,3, Graduate, Yes,6700000,13400000,14,782,4900000,4000000,25800000,9600000, Approved
1072,2, Not Graduate, Yes,4900000,13800000,2,586,9900000,1400000,9900000,7000000, Approved
1073,3, Not Graduate, No,7200000,20800000,16,560,2100000,10700000,21100000,3600000, Approved
1074,3, Graduate, No,5600000,20600000,6,487,6400000,9700000,20200000,4100000, Rejected
1075,2, Graduate, Yes,9200000,25300000,4,827,25900000,15900000,19300000,11000000, Approved
1076,5, Graduate, No,6600000,21400000,10,447,12700000,11100000,20200000,6400000, Rejected
1077,2, Graduate, No,5800000,21700000,8,354,12500000,2300000,12200000,6800000, Rejected
1078,2, Graduate, Yes,5600000,21000000,18,883,9800000,1600000,20900000,6000000, Approved
1079,1, Graduate, Yes,7700000,16900000,6,621,22600000,7900000,27400000,10200000, Approved
1080,5, Graduate, Yes,7200000,27100000,12,535,8400000,12800000,28100000,4800000, Rejected
1081,4, Not Graduate, Yes,9300000,24600000,16,419,18100000,0,26700000,5100000, Rejected
1082,1, Not Graduate, Yes,9900000,30900000,20,559,12100000,6100000,38600000,12100000, Approved
1083,5, Not Graduate, Yes,5400000,16700000,2,354,1100000,4500000,19300000,5200000, Approved
1084,4, Not Graduate, No,600000,1700000,12,436,400000,0,1700000,700000, Rejected
1085,0, Graduate, No,3000000,8100000,6,683,3200000,4900000,10200000,3200000, Approved
1086,0, Graduate, No,1800000,5800000,18,348,2900000,700000,6700000,1000000, Rejected
1087,4, Graduate, Yes,5100000,15700000,6,867,11200000,8300000,19200000,3600000, Approved
1088,2, Graduate, Yes,6700000,25500000,10,673,11100000,8600000,25100000,5000000, Approved
1089,3, Not Graduate, No,4300000,12600000,18,482,9300000,900000,13200000,6100000, Rejected
1090,3, Not Graduate, No,5400000,15800000,18,760,12700000,2300000,16400000,7200000, Approved
1091,1, Graduate, No,8600000,26700000,10,735,11800000,9100000,20700000,11200000, Approved
1092,3, Graduate, No,2500000,9300000,4,810,2700000,3300000,9400000,3700000, Approved
1093,5, Not Graduate, No,5200000,13700000,16,531,8800000,4500000,15700000,2900000, Rejected
1094,1, Graduate, Yes,7500000,21400000,20,655,13000000,10300000,28100000,8100000, Approved
1095,0, Graduate, No,4300000,16900000,8,884,6500000,5400000,12000000,3700000, Approved
1096,1, Not Graduate, Yes,5300000,18900000,16,361,300000,5000000,11900000,5500000, Rejected
1097,5, Not Graduate, Yes,7400000,16200000,2,778,17000000,2700000,19400000,9200000, Approved
1098,4, Graduate, Yes,2500000,9000000,10,394,6700000,2000000,7300000,3000000, Rejected
1099,5, Not Graduate, No,1000000,2300000,16,423,1700000,700000,2900000,1400000, Rejected
1100,1, Graduate, No,7000000,21000000,20,554,16900000,6600000,14600000,5600000, Approved
1101,2, Graduate, Yes,7000000,19000000,6,523,5300000,9300000,25800000,9500000, Rejected
1102,1, Not Graduate, Yes,5300000,12000000,10,852,400000,10400000,18900000,5000000, Approved
1103,0, Not Graduate, Yes,1800000,3700000,2,505,3900000,2400000,4500000,1400000, Rejected
1104,1, Not Graduate, No,8900000,24000000,6,380,16500000,7400000,27700000,7500000, Rejected
1105,5, Graduate, Yes,6700000,20200000,8,406,6900000,4900000,15300000,7100000, Rejected
1106,5, Graduate, No,8200000,18500000,4,394,9600000,5700000,27400000,11100000, Rejected
1107,4, Not Graduate, No,6100000,20900000,4,662,10200000,7000000,23300000,4100000, Approved
1108,2, Graduate, Yes,8800000,30800000,20,820,700000,4800000,25900000,12700000, Approved
1109,3, Graduate, No,7200000,27900000,12,473,21100000,8800000,27800000,8700000, Rejected
1110,1, Graduate, No,600000,1200000,10,561,900000,300000,1400000,600000, Approved
1111,5, Graduate, No,8000000,23100000,20,461,5900000,2400000,29300000,7200000, Rejected
1112,4, Graduate, Yes,6900000,13800000,16,715,2100000,6100000,20900000,8200000, Approved
1113,0, Not Graduate, Yes,4300000,15600000,18,440,6200000,1300000,10000000,4700000, Rejected
1114,4, Not Graduate, No,8600000,17400000,2,787,11700000,10600000,18400000,10600000, Approved
1115,4, Graduate, No,7100000,27200000,16,824,2400000,8000000,22400000,3900000, Approved
1116,2, Not Graduate, No,200000,800000,6,338,100000,0,400000,100000, Rejected
1117,0, Not Graduate, Yes,5000000,14900000,12,575,12800000,1500000,12300000,6600000, Approved
1118,0, Not Graduate, Yes,4500000,16900000,8,773,6300000,6800000,14000000,6000000, Approved
1119,3, Graduate, Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000, Rejected
1120,1, Not Graduate, No,7200000,15000000,10,677,10600000,3900000,24500000,4100000, Approved
1121,3, Graduate, Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000, Approved
1122,3, Graduate, Yes,6400000,21000000,2,813,3900000,10900000,20500000,4400000, Approved
1123,4, Graduate, No,7000000,25700000,20,597,19900000,13500000,27500000,10100000, Approved
1124,2, Not Graduate, Yes,4400000,13900000,6,810,13200000,4200000,15000000,5200000, Approved
1125,2, Not Graduate, No,900000,2000000,14,337,1700000,0,2100000,600000, Rejected
1126,1, Graduate, No,9800000,26900000,18,792,15900000,14100000,25200000,11900000, Approved
1127,2, Graduate, Yes,8400000,32600000,10,384,13900000,1600000,21600000,7000000, Rejected
1128,1, Not Graduate, No,8600000,25900000,2,606,3700000,14900000,32700000,12200000, Approved
1129,0, Graduate, No,2700000,7400000,10,778,6800000,800000,5600000,2800000, Approved
1130,0, Not Graduate, No,6600000,25600000,8,718,12600000,12200000,21700000,9000000, Approved
1131,1, Graduate, Yes,7100000,20800000,20,437,9600000,7300000,24700000,8800000, Rejected
1132,2, Graduate, No,2200000,7000000,6,777,6100000,400000,4400000,3300000, Approved
1133,4, Graduate, No,7200000,23100000,12,632,4600000,8500000,19400000,4400000, Approved
1134,2, Not Graduate, Yes,9600000,29800000,16,499,28500000,6300000,31800000,7400000, Rejected
1135,1, Graduate, No,2100000,6300000,16,882,3900000,2200000,7700000,2900000, Approved
1136,5, Not Graduate, Yes,200000,300000,10,704,500000,100000,800000,200000, Approved
1137,0, Not Graduate, No,1100000,4300000,18,828,700000,800000,2900000,900000, Approved
1138,3, Graduate, No,7900000,27000000,6,601,17700000,7800000,27600000,11500000, Approved
1139,1, Not Graduate, No,3100000,11200000,18,665,2000000,5400000,12000000,2500000, Approved
1140,4, Graduate, No,5500000,21700000,14,867,5000000,8700000,15200000,3100000, Approved
1141,1, Graduate, No,5700000,15500000,8,544,10500000,8700000,20900000,7000000, Rejected
1142,5, Graduate, No,6100000,20700000,20,482,9400000,2000000,16900000,5900000, Rejected
1143,2, Graduate, No,8200000,22500000,18,857,13400000,14300000,28400000,8400000, Approved
1144,1, Graduate, No,7000000,27100000,6,591,6700000,12200000,21500000,4900000, Approved
1145,3, Graduate, No,8000000,26200000,16,890,15800000,4300000,25000000,4000000, Approved
1146,4, Not Graduate, No,8100000,28000000,8,663,8800000,11300000,26000000,5500000, Approved
1147,4, Graduate, Yes,9500000,22600000,14,433,10000000,900000,23100000,13400000, Rejected
1148,0, Graduate, No,9200000,22500000,10,317,14200000,17400000,28500000,10700000, Rejected
1149,2, Graduate, No,3900000,14700000,16,360,2600000,200000,8300000,2900000, Rejected
1150,1, Graduate, No,9100000,26200000,8,727,20800000,7100000,27800000,8900000, Approved
1151,3, Graduate, Yes,3000000,8300000,4,685,2900000,5400000,11300000,3800000, Approved
1152,4, Graduate, No,2000000,4300000,8,373,2000000,2700000,7700000,2200000, Rejected
1153,5, Graduate, No,6300000,14600000,8,469,13300000,10100000,24500000,3800000, Rejected
1154,3, Not Graduate, Yes,4100000,10900000,8,548,8800000,5200000,13200000,4300000, Rejected
1155,0, Not Graduate, No,9800000,29400000,20,618,1200000,14600000,33800000,8300000, Approved
1156,5, Not Graduate, No,2200000,8100000,4,409,300000,0,4900000,2400000, Rejected
1157,2, Not Graduate, Yes,8300000,20600000,10,504,100000,900000,33200000,6700000, Rejected
1158,3, Not Graduate, No,6600000,18800000,12,834,18800000,9300000,13700000,4800000, Approved
1159,4, Graduate, Yes,3900000,13300000,20,453,9800000,500000,12300000,4700000, Rejected
1160,5, Not Graduate, No,6400000,22300000,12,776,500000,9100000,24100000,5800000, Approved
1161,4, Graduate, No,9900000,28400000,10,763,23700000,12700000,35800000,5800000, Approved
1162,0, Not Graduate, No,4800000,19000000,12,650,7000000,1000000,15600000,4800000, Approved
1163,0, Graduate, Yes,2900000,9700000,2,820,6700000,1600000,9100000,3900000, Approved
1164,1, Not Graduate, Yes,4900000,12600000,4,718,11800000,7300000,11800000,3800000, Approved
1165,0, Graduate, Yes,200000,300000,18,520,100000,300000,600000,100000, Rejected
1166,2, Graduate, No,1400000,4700000,4,355,2100000,600000,4400000,1400000, Approved
1167,3, Graduate, Yes,8700000,33600000,14,314,7700000,10000000,21700000,6200000, Rejected
1168,1, Not Graduate, Yes,2800000,5900000,20,728,1000000,3200000,10300000,1400000, Approved
1169,3, Graduate, Yes,9100000,30100000,14,564,26600000,7300000,22700000,8200000, Approved
1170,5, Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000, Approved
1171,4, Graduate, No,7800000,17300000,4,394,3600000,13100000,24300000,7200000, Rejected
1172,4, Graduate, Yes,4800000,9900000,14,779,5200000,9300000,18600000,2900000, Approved
1173,1, Graduate, No,3200000,8800000,4,405,1000000,2600000,10700000,3400000, Rejected
1174,5, Graduate, Yes,2300000,6700000,16,612,6700000,3300000,8800000,2000000, Approved
1175,2, Not Graduate, Yes,4700000,13700000,6,506,1300000,7900000,16700000,3500000, Rejected
1176,0, Not Graduate, Yes,8000000,30400000,2,776,16600000,1400000,29100000,7800000, Approved
1177,3, Not Graduate, No,200000,800000,20,730,0,300000,400000,300000, Approved
1178,4, Not Graduate, No,3300000,11800000,2,847,7800000,2400000,12100000,3000000, Approved
1179,5, Not Graduate, Yes,4100000,9600000,2,307,8800000,7800000,8500000,3100000, Rejected
1180,1, Not Graduate, No,7300000,23700000,16,852,9400000,6800000,22600000,8500000, Approved
1181,3, Not Graduate, No,2600000,8100000,2,421,4200000,3100000,6200000,2500000, Approved
1182,5, Graduate, No,2900000,9800000,12,588,5900000,2300000,6800000,2900000, Approved
1183,3, Not Graduate, Yes,4900000,17500000,20,823,12600000,8700000,14300000,4800000, Approved
1184,0, Graduate, No,7700000,24800000,10,642,16800000,10700000,27400000,4500000, Approved
1185,1, Graduate, No,4700000,16800000,12,647,10400000,8300000,10600000,3400000, Approved
1186,2, Not Graduate, Yes,1200000,2900000,12,330,400000,1600000,3800000,600000, Rejected
1187,4, Not Graduate, Yes,7800000,26800000,2,474,8900000,11200000,18400000,5600000, Approved
1188,1, Not Graduate, No,2800000,9100000,12,436,3600000,500000,7800000,3600000, Rejected
1189,4, Graduate, Yes,4700000,9500000,18,876,11800000,6600000,18000000,4100000, Approved
1190,4, Graduate, No,5100000,16100000,14,436,11400000,2700000,13100000,6700000, Rejected
1191,3, Not Graduate, Yes,6100000,22800000,18,640,16800000,7300000,19600000,6000000, Approved
1192,2, Not Graduate, No,8400000,23200000,16,476,15200000,5400000,18700000,8600000, Rejected
1193,3, Graduate, No,5600000,13400000,6,865,14900000,9700000,12300000,6000000, Approved
1194,2, Graduate, Yes,4500000,12600000,2,568,6900000,3900000,17800000,2900000, Approved
1195,4, Not Graduate, No,900000,2600000,2,602,600000,800000,3200000,1000000, Approved
1196,2, Graduate, No,4600000,15000000,4,817,7200000,2400000,13000000,6600000, Approved
1197,4, Not Graduate, Yes,6700000,24700000,6,498,12900000,700000,18800000,8400000, Rejected
1198,0, Graduate, Yes,3500000,10600000,4,389,8300000,4800000,9100000,2500000, Approved
1199,2, Graduate, Yes,4800000,17500000,20,381,400000,6900000,13400000,7000000, Rejected
1200,5, Graduate, Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000, Approved
1201,2, Not Graduate, Yes,1500000,4500000,14,826,3200000,1700000,4600000,1600000, Approved
1202,4, Graduate, Yes,1200000,3100000,16,348,1200000,2200000,3500000,1700000, Rejected
1203,1, Graduate, Yes,8400000,19700000,6,476,24700000,16500000,31800000,12100000, Rejected
1204,0, Not Graduate, Yes,7900000,26300000,8,666,4600000,9200000,18400000,11800000, Approved
1205,1, Graduate, Yes,2100000,4300000,20,896,100000,2300000,7500000,2300000, Approved
1206,2, Not Graduate, Yes,3700000,13900000,2,405,5900000,3200000,9100000,5500000, Approved
1207,5, Graduate, No,6500000,24800000,8,779,7000000,9600000,15700000,8800000, Approved
1208,0, Not Graduate, Yes,8200000,31500000,8,403,11500000,8800000,19000000,6100000, Rejected
1209,3, Graduate, Yes,4100000,14600000,16,760,4700000,6600000,14900000,3000000, Approved
1210,2, Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000, Approved
1211,1, Graduate, Yes,5100000,11500000,4,747,5000000,8900000,14100000,7000000, Approved
1212,1, Not Graduate, No,6000000,13600000,12,589,9000000,300000,12600000,7100000, Approved
1213,3, Not Graduate, Yes,900000,2300000,12,900,1300000,0,3300000,1100000, Approved
1214,2, Graduate, No,6400000,25000000,12,667,13500000,5500000,25500000,5400000, Approved
1215,5, Graduate, No,7400000,27100000,4,320,19800000,14600000,25200000,9400000, Approved
1216,3, Graduate, No,3400000,8900000,6,896,4200000,4800000,10200000,4200000, Approved
1217,3, Not Graduate, Yes,2100000,7400000,4,320,3300000,2700000,6300000,2200000, Approved
1218,2, Not Graduate, No,3100000,10500000,10,751,5500000,5900000,9000000,1600000, Approved
1219,5, Not Graduate, No,4700000,17400000,2,523,10600000,7000000,10900000,5200000, Approved
1220,2, Not Graduate, No,5700000,20400000,2,630,3000000,3100000,22600000,2900000, Approved
1221,0, Not Graduate, Yes,6600000,18500000,16,802,14600000,1100000,21800000,9700000, Approved
1222,5, Not Graduate, No,200000,600000,16,396,0,0,500000,200000, Rejected
1223,3, Graduate, Yes,9200000,33500000,8,564,20800000,15200000,29800000,11400000, Approved
1224,4, Not Graduate, Yes,5900000,15000000,14,626,16400000,4600000,17600000,8200000, Approved
1225,5, Not Graduate, No,9100000,27800000,16,547,21900000,7000000,31900000,9400000, Rejected
1226,0, Not Graduate, Yes,4600000,15100000,2,417,5600000,3900000,11800000,6600000, Approved
1227,5, Not Graduate, Yes,1300000,3100000,16,826,200000,1700000,5100000,1400000, Approved
1228,2, Not Graduate, Yes,5700000,20500000,20,581,15200000,7800000,11400000,8500000, Approved
1229,5, Graduate, Yes,2100000,7100000,10,517,1200000,2900000,5400000,1400000, Rejected
1230,1, Not Graduate, Yes,1100000,2700000,16,346,1900000,300000,2200000,800000, Rejected
1231,5, Graduate, No,9300000,34000000,6,742,4200000,600000,32800000,8200000, Approved
1232,0, Not Graduate, Yes,8200000,28800000,4,619,9000000,1100000,23000000,6300000, Approved
1233,2, Not Graduate, Yes,7500000,17900000,20,734,9100000,5500000,23000000,4900000, Approved
1234,1, Graduate, Yes,7000000,25600000,6,420,15100000,11500000,15300000,8700000, Rejected
1235,3, Graduate, Yes,4700000,13200000,12,440,4000000,3300000,16600000,4300000, Rejected
1236,5, Not Graduate, Yes,1700000,5200000,16,820,1700000,1200000,4000000,1000000, Approved
1237,0, Graduate, No,2500000,7800000,8,437,5800000,0,5800000,3300000, Rejected
1238,1, Not Graduate, Yes,400000,1400000,12,468,700000,0,1500000,400000, Rejected
1239,0, Not Graduate, Yes,2400000,9100000,8,368,2200000,200000,5600000,3300000, Rejected
1240,4, Graduate, No,5700000,21900000,2,871,3200000,1700000,14400000,6100000, Approved
1241,1, Graduate, No,9800000,37900000,4,816,21800000,12200000,26100000,8500000, Approved
1242,1, Graduate, No,1600000,4500000,14,673,1900000,2700000,3700000,1300000, Approved
1243,0, Graduate, Yes,9800000,34100000,20,760,21500000,9400000,33400000,13600000, Approved
1244,4, Not Graduate, Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000, Approved
1245,3, Graduate, Yes,700000,2200000,8,617,1600000,400000,2400000,900000, Approved
1246,3, Not Graduate, Yes,8400000,29500000,20,661,14600000,3400000,28900000,10900000, Approved
1247,1, Graduate, Yes,4000000,12100000,12,356,10500000,2500000,15600000,5000000, Rejected
1248,0, Not Graduate, No,3900000,14600000,2,730,9200000,4000000,14600000,5400000, Approved
1249,5, Not Graduate, No,7400000,18000000,2,792,5300000,9400000,19900000,5300000, Approved
1250,0, Graduate, Yes,1000000,3100000,6,525,1900000,1700000,2800000,1400000, Rejected
1251,5, Graduate, No,2700000,10600000,16,496,800000,2900000,9700000,2400000, Rejected
1252,1, Not Graduate, Yes,3600000,13100000,8,543,2900000,100000,9900000,2700000, Rejected
1253,5, Graduate, No,7000000,18400000,12,520,4700000,11900000,17000000,3800000, Rejected
1254,2, Graduate, No,1800000,5700000,14,502,1400000,1100000,4400000,1300000, Rejected
1255,2, Graduate, Yes,4700000,12000000,6,505,3400000,3800000,18000000,2300000, Rejected
1256,2, Not Graduate, Yes,6700000,23100000,4,304,14400000,7100000,24300000,10000000, Approved
1257,5, Not Graduate, No,5800000,17500000,10,719,5800000,1900000,12400000,3100000, Approved
1258,0, Graduate, Yes,5900000,22700000,18,855,13400000,6300000,14500000,4000000, Approved
1259,1, Not Graduate, Yes,700000,1400000,10,523,700000,1100000,1600000,900000, Rejected
1260,0, Not Graduate, Yes,3700000,13100000,14,385,10600000,6800000,9200000,4900000, Rejected
1261,5, Graduate, Yes,1100000,3900000,2,538,400000,1300000,4300000,1600000, Approved
1262,3, Not Graduate, Yes,4400000,16300000,20,561,5500000,8000000,12000000,4000000, Approved
1263,5, Not Graduate, No,5000000,10800000,10,345,12300000,5000000,14100000,6300000, Rejected
1264,4, Not Graduate, Yes,6100000,12500000,14,862,11300000,1500000,21900000,6800000, Approved
1265,4, Graduate, Yes,7000000,19600000,8,708,17600000,2600000,24300000,4500000, Approved
1266,4, Graduate, No,1800000,7000000,14,743,2600000,1000000,4500000,1500000, Approved
1267,3, Graduate, Yes,3000000,7100000,6,415,2000000,5700000,9500000,2500000, Rejected
1268,1, Graduate, Yes,7600000,30000000,16,884,13300000,3600000,17200000,10800000, Approved
1269,0, Graduate, No,6800000,21700000,20,730,17500000,1300000,18600000,3600000, Approved
1270,3, Not Graduate, Yes,1100000,3100000,16,356,1300000,100000,3000000,1600000, Rejected
1271,0, Not Graduate, No,4700000,11500000,18,559,7500000,0,18700000,2600000, Approved
1272,4, Graduate, No,6700000,16000000,4,791,0,13000000,20700000,5200000, Approved
1273,0, Not Graduate, Yes,3700000,11300000,6,538,6200000,400000,10400000,5400000, Rejected
1274,0, Graduate, Yes,2300000,4900000,12,409,3300000,2400000,4700000,3200000, Rejected
1275,5, Graduate, No,300000,900000,6,492,800000,300000,700000,400000, Rejected
1276,0, Graduate, Yes,7000000,21700000,20,498,6600000,5500000,14700000,3900000, Rejected
1277,3, Not Graduate, Yes,4400000,10900000,18,611,8600000,6300000,8800000,3000000, Approved
1278,5, Not Graduate, Yes,5100000,11800000,6,776,7600000,400000,10500000,4400000, Approved
1279,1, Not Graduate, No,5900000,13000000,6,779,10800000,11600000,13100000,6600000, Approved
1280,3, Graduate, Yes,7800000,27200000,16,560,3600000,8100000,21800000,8600000, Approved
1281,4, Graduate, Yes,2200000,5100000,6,308,3200000,2600000,6600000,3100000, Rejected
1282,1, Not Graduate, No,7400000,29100000,8,597,12100000,4800000,16300000,7000000, Approved
1283,4, Graduate, No,5800000,12000000,12,811,9400000,8800000,14200000,3100000, Approved
1284,1, Graduate, Yes,5800000,13000000,12,862,11300000,8400000,12000000,3900000, Approved
1285,1, Not Graduate, Yes,7400000,23900000,4,687,20800000,10900000,26100000,5600000, Approved
1286,0, Not Graduate, Yes,9600000,19600000,12,500,21500000,700000,37600000,10900000, Rejected
1287,4, Not Graduate, No,700000,2100000,14,619,1900000,700000,2400000,1000000, Approved
1288,4, Graduate, Yes,9000000,28900000,6,637,11300000,1200000,33000000,4800000, Approved
1289,4, Graduate, No,1800000,4100000,8,777,2200000,2500000,3600000,1900000, Approved
1290,4, Graduate, Yes,2100000,7700000,8,493,4300000,400000,4400000,1300000, Rejected
1291,3, Graduate, No,9900000,23600000,18,557,18300000,8600000,23000000,9100000, Approved
1292,1, Not Graduate, Yes,6000000,12200000,16,743,8800000,2600000,20600000,2900000, Approved
1293,5, Not Graduate, No,5700000,18400000,4,579,12800000,4000000,17200000,4900000, Approved
1294,0, Graduate, No,7300000,16100000,2,490,7600000,1400000,21800000,10700000, Rejected
1295,1, Not Graduate, Yes,3500000,7400000,16,867,500000,6600000,9500000,2100000, Approved
1296,0, Not Graduate, No,5100000,19900000,12,867,1800000,7100000,18300000,5700000, Approved
1297,5, Not Graduate, Yes,6000000,14700000,18,462,15400000,9700000,13800000,3500000, Rejected
1298,4, Graduate, No,600000,1400000,4,507,200000,300000,1700000,400000, Rejected
1299,0, Not Graduate, Yes,800000,3200000,8,467,900000,400000,3100000,800000, Rejected
1300,3, Graduate, No,6100000,13500000,2,717,15700000,4200000,16100000,3400000, Approved
1301,2, Not Graduate, No,4400000,14200000,18,799,6300000,7800000,10800000,2400000, Approved
1302,5, Graduate, No,5300000,19400000,6,510,14700000,7000000,13600000,3700000, Rejected
1303,3, Not Graduate, No,3300000,13100000,2,554,6000000,2500000,6700000,3800000, Approved
1304,1, Not Graduate, Yes,1200000,4800000,6,344,2900000,1700000,3200000,1300000, Rejected
1305,3, Graduate, No,4300000,8600000,8,881,9100000,5200000,15000000,5500000, Approved
1306,0, Not Graduate, Yes,8400000,27200000,10,514,2500000,6400000,20100000,7200000, Rejected
1307,0, Graduate, No,600000,1800000,18,796,1000000,700000,1200000,500000, Approved
1308,2, Graduate, Yes,4700000,16200000,12,802,2300000,5400000,14800000,6700000, Approved
1309,3, Graduate, No,4200000,12500000,20,375,1300000,5100000,10900000,2400000, Rejected
1310,2, Graduate, No,4300000,14700000,2,871,4100000,7300000,13900000,4400000, Approved
1311,0, Not Graduate, No,800000,2900000,2,439,100000,900000,2700000,1200000, Approved
1312,3, Graduate, Yes,3500000,10200000,12,645,10400000,5700000,10000000,2400000, Approved
1313,3, Not Graduate, Yes,6300000,23900000,16,656,12700000,9300000,15200000,5100000, Approved
1314,3, Graduate, Yes,3900000,14300000,18,785,10900000,7600000,13900000,4900000, Approved
1315,2, Graduate, Yes,4200000,15700000,2,332,7000000,700000,13300000,3000000, Approved
1316,0, Graduate, No,3100000,8100000,18,768,400000,1600000,11600000,2400000, Approved
1317,1, Graduate, No,3400000,8600000,6,640,7700000,1000000,7800000,4400000, Approved
1318,3, Not Graduate, Yes,900000,2000000,18,772,2300000,700000,3500000,800000, Approved
1319,4, Graduate, Yes,7800000,25600000,4,665,1000000,2300000,27300000,8200000, Approved
1320,1, Not Graduate, Yes,3500000,10500000,20,454,8300000,4000000,7600000,2100000, Rejected
1321,4, Not Graduate, Yes,6400000,21300000,20,332,3600000,9100000,16200000,8000000, Rejected
1322,1, Not Graduate, No,9600000,28300000,6,536,18700000,9300000,27300000,6000000, Rejected
1323,5, Not Graduate, Yes,2100000,6500000,10,796,2400000,2800000,7300000,2700000, Approved
1324,1, Not Graduate, Yes,5300000,18500000,6,501,6700000,8600000,16600000,4300000, Rejected
1325,1, Not Graduate, Yes,9700000,23500000,4,666,15100000,9400000,23300000,8000000, Approved
1326,5, Graduate, No,2800000,11000000,12,753,3900000,4600000,10700000,2400000, Approved
1327,4, Not Graduate, No,4200000,11100000,8,526,11600000,200000,16800000,4900000, Rejected
1328,5, Not Graduate, Yes,2900000,6300000,6,719,7900000,1600000,8000000,1600000, Approved
1329,5, Not Graduate, No,6300000,20100000,12,774,15600000,11800000,16200000,5800000, Approved
1330,4, Not Graduate, Yes,1100000,3000000,4,730,300000,600000,3600000,1100000, Approved
1331,3, Graduate, Yes,7400000,15200000,10,548,16700000,12800000,19300000,4800000, Rejected
1332,5, Not Graduate, Yes,4000000,8200000,2,571,3500000,7700000,9500000,4400000, Approved
1333,4, Graduate, Yes,9100000,28400000,12,808,25800000,11800000,19300000,9700000, Approved
1334,0, Not Graduate, No,9000000,28400000,4,612,0,7200000,26900000,13200000, Approved
1335,3, Graduate, Yes,1400000,2700000,14,819,1200000,1500000,4000000,1300000, Approved
1336,1, Graduate, No,1000000,3600000,4,570,1000000,1300000,3700000,1000000, Approved
1337,3, Graduate, Yes,7700000,18100000,20,736,7800000,14500000,29100000,10000000, Approved
1338,1, Graduate, Yes,6100000,12900000,2,302,8900000,7500000,15600000,7200000, Rejected
1339,2, Not Graduate, Yes,7700000,21000000,12,420,16100000,4300000,27400000,10500000, Rejected
1340,4, Graduate, Yes,4700000,12000000,2,416,5800000,8200000,13000000,6800000, Rejected
1341,2, Graduate, Yes,9100000,34800000,20,836,21300000,10900000,30600000,9900000, Approved
1342,4, Not Graduate, No,8500000,24900000,2,405,1900000,400000,21700000,11400000, Rejected
1343,2, Graduate, Yes,9900000,33400000,14,783,16600000,16100000,21000000,9500000, Approved
1344,4, Not Graduate, Yes,2000000,4000000,10,636,2100000,0,4000000,1700000, Approved
1345,1, Graduate, Yes,3200000,11800000,16,848,5500000,3200000,7500000,2300000, Approved
1346,1, Not Graduate, Yes,8000000,27800000,8,804,7900000,1600000,27100000,11800000, Approved
1347,2, Not Graduate, Yes,5800000,22800000,14,696,12100000,200000,20800000,4800000, Approved
1348,1, Graduate, No,2500000,7600000,20,888,7400000,4200000,6400000,1900000, Approved
1349,2, Graduate, Yes,9400000,37300000,14,383,7800000,15900000,27100000,7700000, Rejected
1350,5, Not Graduate, No,5100000,15800000,4,607,6000000,7700000,12600000,7000000, Approved
1351,4, Not Graduate, No,2600000,8800000,10,682,4500000,4700000,10300000,1600000, Approved
1352,5, Not Graduate, Yes,600000,1200000,8,343,100000,700000,1600000,600000, Rejected
1353,2, Graduate, No,8800000,26700000,16,696,12900000,15300000,20300000,10900000, Approved
1354,2, Graduate, No,2900000,11300000,12,839,700000,5100000,8100000,2600000, Approved
1355,1, Not Graduate, No,2600000,7700000,6,399,3700000,4300000,8900000,3500000, Rejected
1356,2, Not Graduate, No,2700000,6700000,8,413,7600000,800000,9200000,2300000, Rejected
1357,1, Graduate, No,2900000,7600000,2,358,800000,700000,10100000,2100000, Rejected
1358,2, Graduate, Yes,2700000,9600000,14,554,5800000,200000,10200000,1900000, Approved
1359,3, Graduate, Yes,8300000,27700000,4,596,20500000,15400000,21400000,7400000, Approved
1360,4, Graduate, Yes,7900000,30700000,10,322,10600000,13200000,30300000,6300000, Rejected
1361,5, Graduate, Yes,8800000,21300000,14,852,8000000,6400000,28500000,9900000, Approved
1362,5, Graduate, No,8000000,27000000,20,595,4500000,5200000,24800000,10400000, Approved
1363,5, Graduate, Yes,5500000,18800000,12,603,3300000,700000,21000000,5000000, Approved
1364,5, Graduate, No,4000000,9400000,4,723,200000,0,12100000,2000000, Approved
1365,3, Graduate, No,6600000,22200000,12,759,8900000,2200000,18700000,8500000, Approved
1366,0, Not Graduate, Yes,1000000,3000000,18,382,2200000,700000,3500000,900000, Rejected
1367,4, Not Graduate, Yes,800000,2800000,16,645,900000,1400000,2300000,600000, Approved
1368,4, Graduate, No,8400000,23400000,12,350,18700000,9100000,27500000,6700000, Rejected
